4549240660994007|12|2032|821
4549240679239154|12|2032|597
4549240630976043|12|2032|222
4549240640862753|12|2032|185
4549240667977070|12|2032|513
4549240688858960|12|2032|693
4549240626600532|12|2032|626
4549240680179043|12|2032|817
4549240655381038|12|2032|875
4549240666337029|12|2032|207
4549240623623008|12|2032|114
4549240653919136|12|2032|569
4549240607502749|12|2032|489
4549240616025088|12|2032|859
4549240620225740|12|2032|799
4549240689017640|12|2032|427
4549240662823022|12|2032|587
4549240626964631|12|2032|911
4549240632535409|12|2032|119
4549240690861911|12|2032|021
4549240604680456|12|2032|874
4549240606308692|12|2032|781
4549240691646675|12|2032|629
4549240670188715|12|2032|164
4549240638135956|12|2032|984
4549240624282515|12|2032|078
4549240633697901|12|2032|724
4549240682397122|12|2032|667
4549240616024321|12|2032|878
4549240636431605|12|2032|981
4549240698811579|12|2032|923
4549240698237411|12|2032|321
4549240638798621|12|2032|352
4549240654877382|12|2032|614
4549240693628424|12|2032|856
4549240617036324|12|2032|470
4549240667759098|12|2032|810
4549240664771955|12|2032|166
4549240629838063|12|2032|664
4549240607067313|12|2032|179
4549240650445895|12|2032|760
4549240631370451|12|2032|321
4549240658921731|12|2032|261
4549240654983222|12|2032|117
4549240636653000|12|2032|336
4549240601674189|12|2032|043
4549240655173591|12|2032|832
4549240679982738|12|2032|141
4549240689783183|12|2032|541
4549240658579893|12|2032|863
4549240609430543|12|2032|311
4549240655534032|12|2032|284
4549240612176778|12|2032|346
4549240660925332|12|2032|032
4549240653488397|12|2032|762
4549240636570261|12|2032|443
4549240629465719|12|2032|907
4549240650406731|12|2032|910
4549240635672050|12|2032|036
4549240643084405|12|2032|956
4549240636464457|12|2032|842
4549240620921603|12|2032|681
4549240664499250|12|2032|048
4549240621340993|12|2032|198
4549240664923705|12|2032|719
4549240658317849|12|2032|468
4549240662897935|12|2032|896
4549240680386333|12|2032|636
4549240632382760|12|2032|361
4549240692373824|12|2032|590
4549240651396972|12|2032|704
4549240665340842|12|2032|495
4549240612558678|12|2032|290
4549240609189321|12|2032|592
4549240619490008|12|2032|005
4549240695144636|12|2032|899
4549240604231722|12|2032|236
4549240676240668|12|2032|376
4549240621764390|12|2032|407
4549240608472942|12|2032|637
4549240643564323|12|2032|838
4549240629255755|12|2032|115
4549240638648677|12|2032|953
4549240652091754|12|2032|202
4549240621050766|12|2032|866
4549240613432972|12|2032|576
4549240642771341|12|2032|881
4549240636594857|12|2032|046
4549240646964785|12|2032|148
4549240654997974|12|2032|667
4549240608329308|12|2032|839
4549240696722430|12|2032|239
4549240633207321|12|2032|420
4549240682868882|12|2032|070
4549240605252750|12|2032|704
4549240687278392|12|2032|560
4549240613767849|12|2032|743
4549240686649833|12|2032|783
4549240648468868|12|2032|175
4549240631883404|12|2032|463
4549240626406948|12|2032|739
4549240691222493|12|2032|127
4549240622128686|12|2032|460
4549240615001353|12|2032|788
4549240619744321|12|2032|446
4549240655694091|12|2032|475
4549240620520546|12|2032|298
4549240652887151|12|2032|646
4549240639878620|12|2032|049
4549240603065147|12|2032|063
4549240660825532|12|2032|493
4549240698843663|12|2032|016
4549240628906903|12|2032|311
4549240612317851|12|2032|671
4549240638623555|12|2032|221
4549240683684114|12|2032|499
4549240687851305|12|2032|358
4549240698630383|12|2032|257
4549240630717728|12|2032|446
4549240687443905|12|2032|017
4549240601356175|12|2032|196
4549240610471429|12|2032|477
4549240666795580|12|2032|061
4549240608040202|12|2032|535
4549240609898368|12|2032|058
4549240608157543|12|2032|096
4549240633955887|12|2032|995
4549240674031382|12|2032|231
4549240614255547|12|2032|023
4549240681282226|12|2032|061
4549240670277534|12|2032|145
4549240667383410|12|2032|376
4549240605213042|12|2032|241
4549240689086728|12|2032|663
4549240609944378|12|2032|800
4549240649553122|12|2032|559
4549240696879180|12|2032|052
4549240608234573|12|2032|450
4549240603427040|12|2032|597
4549240657004521|12|2032|120
4549240655345827|12|2032|975
4549240649265842|12|2032|218
4549240676769708|12|2032|377
4549240662596594|12|2032|515
4549240661670101|12|2032|213
4549240600111969|12|2032|728
4549240622799296|12|2032|192
4549240656069947|12|2032|896
4549240637426695|12|2032|409
4549240611177793|12|2032|832
4549240617500725|12|2032|004
4549240636717029|12|2032|068
4549240694077225|12|2032|640
